number_of_elements,numpy_avg,opencl_compute_avg,opencl_transfer_avg,opencl_total_avg,speedup_total_x,speedup_compute_x
10000,7.520333280056668e-06,5.352266666666669e-06,0.0005117333342536666,0.0005170856009203333,0.014543691154175682,1.405074475622166
100000,6.201299995102e-05,8.234133333333333e-06,0.001112566667264,0.0011208008005973334,0.05532918955622626,7.53121153624992
1000000,0.00191943866662111,3.2991333333333344e-05,0.005688833333503,0.005721824666836334,0.3354591897487119,58.18008769841906
10000000,0.019190220000012023,0.0011673073333333334,0.04935930000040798,0.050526607333741314,0.3798042459739213,16.439732238478204
100000000,0.19377036799991962,0.011992660933333335,0.5095000000013291,0.5214926609346624,0.371568734356929,16.157412360532863
