number_of_elements,numpy_avg,opencl_compute_avg,opencl_transfer_avg,opencl_total_avg,speedup_total_x,speedup_compute_x
10000,7.978000030110002e-06,4.7288e-06,0.0006307999986646668,0.0006355287986646668,0.012553325745226454,1.6871087866075964
100000,4.674066662674001e-05,9.46386666666667e-06,0.001148633332073667,0.0011580971987403337,0.04035988229449134,4.9388551501225715
1000000,0.00198965133335705,3.32944e-05,0.005386800000753998,0.005420094400753998,0.36708794833541397,59.7593389085567
10000000,0.02078209133331816,0.0011678173333333334,0.05034416666785499,0.051511984001188324,0.4034418735034306,17.79566952821231
100000000,0.21079564500003425,0.011994311466666668,0.5139632000003376,0.5259575114670042,0.4007845508510405,17.57463490804415
250000000,0.5070968649999481,0.03027619933333333,1.2384351666648095,1.2687113659981428,0.3996944290011905,16.749026501541337
