number_of_elements,numpy_avg,opencl_compute_avg,opencl_transfer_avg,opencl_total_avg,speedup_total_x,speedup_compute_x
10000,8.669666609586667e-06,3.070266666666667e-06,0.004358900000321334,0.004361970266988001,0.00198755747493281,2.8237503613974897
100000,5.4317666708323344e-05,9.024133333333334e-06,0.005860133333649999,0.005869157466983332,0.009254763910132725,6.019156045454781
1000000,0.0019520593334341166,3.33936e-05,0.005095733333897333,0.005129126933897333,0.3805831593937289,58.45609138979076
10000000,0.01904340366670363,0.0011672706666666665,0.04702490000029935,0.04819217066696602,0.3951555491929147,16.31447119380221
100000000,0.2154111023332791,0.012006896000000003,0.5261128333337785,0.5381197293337785,0.40030329792957,17.940615320835548
